Idx,Sample_Type,Sample,QC,Batch,Order,Sample_Rep,Class,Class_2,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36,M37,M38,M39,M40,M41,M42,M43,M44,M45,M46,M47,M48,M49,M50,M51,M52,M53,M54,M55,M56,M57,M58,M59,M60,M61,M62,M63,M64,M65,M66,M67,M68,M69,M70,M71,M72,M73,M74,M75,M76,M77,M78,M79,M80,M81,M82,M83,M84,M85,M86,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M97,M98,M99,M100,M101,M102,M103,M104,M105,M106,M107,M108,M109,M110,M111,M112,M113,M114,M115,M116,M117,M118,M119,M120,M121,M122,M123,M124,M125,M126,M127,M128,M129,M130,M131,M132,M133,M134,M135,M136,M137,M138,M139,M140,M141,M142,M143,M144,M145,M146,M147,M148,M149,M150,M151,M152,M153,M154,M155,M156,M157,M158,M159,M160,M161,M162,M163,M164,M165,M166,M167,M168,M169,M170,M171,M172,M173,M174,M175,M176,M177,M178,M179,M180,M181,M182,M183,M184,M185,M186,M187,M188,M189,M190,M191,M192,M193,M194,M195,M196,M197,M198,M199,M200,M201,M202,M203,M204,M205,M206,M207,M208,M209,M210,M211,M212,M213,M214,M215,M216,M217,M218,M219,M220,M221,M222,M223,M224,M225,M226,M227,M228,M229,M230,M231,M232,M233,M234,M235,M236,M237,M238,M239,M240,M241,M242,M243,M244,M245,M246,M247,M248,M249,M250,M251,M252,M253,M254,M255,M256,M257,M258,M259,M260,M261,M262,M263,M264,M265,M266,M267,M268,M269,M270,M271,M272,M273,M274,M275,M276,M277,M278,M279,M280,M281,M282,M283,M284,M285,M286,M287,M288,M289,M290,M291,M292,M293,M294,M295,M296,M297,M298,M299,M300,M301,M302,M303,M304,M305,M306,M307,M308,M309,M310,M311,M312,M313,M314,M315,M316,M317,M318,M319,M320,M321,M322,M323,M324,M325,M326,M327,M328,M329,M330,M331,M332,M333,M334,M335,M336,M337,M338,M339,M340,M341,M342,M343,M344,M345,M346,M347,M348,M349,M350,M351,M352,M353,M354,M355,M356,M357,M358,M359,M360,M361,M362,M363,M364,M365,M366,M367,M368,M369,M370,M371,M372,M373,M374,M375,M376,M377,M378,M379,M380,M381,M382,M383,M384,M385,M386,M387,M388,M389,M390,M391,M392,M393,M394,M395,M396,M397,M398,M399,M400,M401,M402,M403,M404,M405,M406,M407,M408,M409,M410,M411,M412,M413,M414,M415,M416,M417,M418,M419,M420,M421,M422,M423,M424,M425,M426,M427,M428,M429,M430,M431,M432,M433,M434,M435,M436,M437,M438,M439,M440,M441,M442,M443,M444,M445,M446,M447,M448,M449,M450,M451,M452,M453,M454,M455,M456,M457,M458,M459,M460,M461,M462,M463,M464,M465,M466,M467,M468,M469,M470,M471,M472,M473,M474,M475,M476,M477,M478,M479,M480,M481,M482,M483,M484,M485,M486,M487,M488,M489,M490,M491,M492,M493,M494,M495,M496,M497,M498,M499,M500,M501,M502,M503,M504,M505,M506,M507,M508,M509,M510,M511,M512,M513,M514,M515,M516,M517,M518,M519,M520,M521,M522,M523,M524,M525,M526,M527,M528,M529,M530,M531,M532,M533,M534,M535,M536,M537,M538,M539,M540,M541,M542,M543,M544,M545,M546,M547,M548,M549,M550,M551,M552,M553,M554,M555,M556,M557,M558,M559,M560,M561,M562,M563,M564,M565,M566,M567,M568,M569,M570,M571,M572,M573,M574,M575,M576,M577,M578,M579,M580,M581,M582,M583,M584,M585,M586,M587,M588,M589,M590,M591,M592,M593,M594,M595,M596,M597,M598,M599,M600,M601,M602,M603,M604,M605,M606,M607,M608,M609,M610,M611,M612,M613,M614,M615,M616,M617,M618,M619,M620,M621,M622,M623,M624,M625,M626,M627,M628,M629,M630,M631,M632,M633,M634,M635,M636,M637,M638,M639,M640,M641,M642,M643,M644,M645,M646,M647,M648,M649,M650,M651,M652,M653,M654,M655,M656,M657,M658,M659,M660,M661,M662,M663,M664,M665,M666,M667,M668,M669,M670,M671,M672,M673,M674,M675,M676,M677,M678,M679,M680,M681,M682,M683,M684,M685,M686,M687,M688,M689,M690,M691,M692,M693,M694,M695,M696,M697,M698,M699,M700,M701,M702,M703,M704,M705,M706,M707,M708,M709,M710,M711,M712,M713,M714,M715,M716,M717,M718,M719,M720,M721,M722,M723,M724,M725,M726,M727,M728,M729,M730,M731,M732,M733,M734,M735,M736,M737,M738,M739,M740,M741,M742,M743,M744,M745,M746,M747,M748,M749,M750,M751,M752,M753,M754,M755,M756,M757,M758,M759,M760,M761,M762,M763,M764,M765,M766,M767,M768,M769,M770,M771,M772,M773,M774,M775,M776,M777,M778,M779,M780,M781,M782,M783,M784,M785,M786,M787,M788,M789,M790,M791,M792,M793,M794,M795,M796,M797,M798,M799,M800,M801,M802,M803,M804,M805,M806,M807,M808,M809,M810,M811,M812,M813,M814,M815,M816,M817,M818,M819,M820,M821,M822,M823,M824,M825,M826,M827,M828,M829,M830,M831,M832,M833,M834,M835,M836
1,sample,1,0,1,5,2,A ,IDA01_1_A01_2_A01_4.txt,0,0,0,0,0,0,0,7916.376,0,10234.81,7234.954,0,0,11642.1,0,8402.293,0,0,0,0,0,9512.162,0,0,0,0,0,0,0,4074.362,0,0,4475.525,0,0,0,0,0,0,0,0,0,0,7735.328,0,0,0,0,0,0,0,4628.616,0,12421.24,0,8859.689,0,5627.911,0,5340.035,6542.176,0,14537.96,0,0,0,8192.109,0,9312.145,0,0,9068.416,0,5029.505,0,10480.25,0,0,16077.37,0,0,0,6194.954,0,4659.551,4874.314,0,0,0,0,0,9540.088,0,0,25602.35,7073.042,0,0,0,0,3991.045,0,0,6650.483,0,15437.24,11115.1,0,6838.294,0,0,0,0,0,0,6963.016,13926.98,10347.33,6668.334,9464.596,6719.878,5641.265,3453.761,0,5708.505,9327.876,5239.327,6054.087,0,4006.095,6279.005,8045.872,0,0,4494.877,7979.285,12993.54,0,17069.85,0,31876.17,0,66810.01,48133.17,36659.85,0,23682.49,82760.41,6034.371,0,0,0,0,30087.16,13158.29,0,103728.5,80428.2,0,63954.8,0,113380.3,0,0,0,58614.05,49892.1,0,33327.27,32396.09,23392.14,0,17451.02,19631.73,30257.1,35033.57,22495.85,22341.68,0,19460.29,21132.89,28776.59,26543.08,21048.25,15564.48,24747.38,13146.98,29648.58,18524.96,11083.14,13319.91,10025.63,0,0,14346.03,0,33905.16,38952.01,10674.37,17829.94,0,23362.68,28790.73,14931.5,13454.43,16057.33,29387.27,9482.292,15686.52,34757.65,19865.36,45740.46,0,37344.46,39845.52,6104.582,225807.4,0,11086.95,0,12873.33,0,0,31756.04,13595.84,13960.49,0,21213.52,14546.55,26671.9,0,8990.552,0,0,37869.94,22517.93,0,11931.82,48742.84,20506.9,20701.29,0,18211.37,0,15019.27,0,0,15421.56,23722.99,22981.63,0,182009.8,0,27581.05,0,19901.19,18425.13,0,0,0,0,15050.6,18745.32,0,0,0,0,31295.55,9500.31,10882.05,21144.41,0,9715.558,11588.55,0,0,23459.83,14391.46,0,17292.95,13900.27,14447.79,21502.96,0,16731.88,17567.93,20767.63,0,0,8952.474,18191.79,18205.09,0,25594.15,16384.87,0,0,0,11037.72,14604.85,0,0,0,14997.23,18393.96,0,12621.18,0,0,18549.47,0,19315.45,0,0,0,0,0,6355.798,19498.07,0,22253.42,0,0,0,0,12957.94,17939.16,22149.54,0,23618.52,30884.35,0,0,0,0,15371.4,26788.83,9422.343,10733.89,16558.82,14789.57,0,0,0,0,0,13608.79,40106.3,0,14133.31,16453.91,20532.64,0,17269.09,0,0,11153.43,0,0,14164.56,0,19707.92,16915.46,124438.6,22261.3,60432.12,17675.52,39323.42,11001.77,0,0,0,0,0,11842.96,14785.15,24287.78,17981.63,8147.721,6874.662,0,0,0,15795.46,0,0,16643.46,18535.78,0,0,0,13546.99,8629.521,6202.173,10519.7,0,15804.6,21141.54,24299.03,12348.44,0,26393.29,9584.795,16906.45,0,45350.02,0,7703.318,13571.59,0,0,0,12109.57,0,0,13756.57,0,137875.4,11666.82,0,0,0,0,0,11617.13,14079.42,0,23690.48,9669.766,13558.78,0,0,0,34821.61,10797.59,0,22701.97,12655.25,0,18486.92,35100.42,14382.34,16647.34,0,21512.32,18308.9,0,6387.105,0,14290.84,14812.56,0,0,18592.48,0,276330.1,20004.86,0,0,6326.067,28561.19,13002.8,0,51934.14,12900.53,0,0,13720.94,16469.17,23405.17,19716.37,0,16826.8,0,0,0,12098.8,21285.44,12972.38,7294.257,13761.21,0,0,0,0,0,12194.96,25176.83,30726.66,16444.11,40075.47,0,19254.73,0,0,0,23017.26,14262.64,15720.92,16029.94,18935.48,18571.9,0,20913.32,19144.72,21873.32,21457.75,14457.54,0,5842.415,0,0,0,24522.25,25454.42,16428.62,9968.328,0,0,27488.94,0,0,0,31893.29,19360.07,0,0,5308.533,22556.13,26397.85,13407.1,0,16204.69,29657.04,0,0,0,7370.989,0,0,22124.12,0,21620.08,0,71154.99,0,0,0,0,23708.36,31192.25,0,12551.65,21838.5,13551.51,19019.91,17225.94,0,0,0,0,0,0,0,11015.54,7459.93,12592.31,57479.42,22095.87,0,0,0,27640.99,23144.46,21036.03,0,0,0,0,0,40787.04,22828.12,32420.39,14102.45,0,13812.57,7585.879,0,0,0,9507.118,12868.21,16415.25,23192.59,11748.92,0,0,11952.17,5750.336,0,15592.67,0,9537.212,18690.94,24744.89,0,0,0,21891.34,0,0,5869.818,0,19659.25,33083.01,0,26553.82,16709.04,0,0,7963.335,30428.23,8719.456,0,0,13091.5,87712.64,37290.41,0,19698.81,0,9124.259,23979.19,56903.33,0,0,0,28383.2,14967.2,10093.22,35911.54,15281.7,0,0,24528.43,22469.72,0,0,16410.26,21153.86,15907.88,30395.18,0,21257.75,0,34624.72,21800.45,7048.255,0,0,29931.66,0,23125.96,0,14982.24,0,18011,0,0,0,45193.53,0,11280.33,6522.276,12390.98,0,13348.29,31444.43,23277.72,17194.68,27697.89,21210.69,7832.627,7466.876,0,0,16394.44,24583.06,27216.74,0,5959.194,19205.3,0,13099.33,23724.69,24997.62,11424.38,18708.28,12670.67,0,31302.4,0,0,0,0,0,39327.96,18505.61,11053.76,0,12942.2,18695.19,0,37372.38,8495.967,7086.839,10156.95,21113.59,43101.51,22230.78,44806.99,0,0,0,0,15156.64,0,38822.04,0,0,16155.53,101159.3,0,0,0,0,0,0,37576.71,0,0,8326.026,0,0,59669.4,18410.99,19943.61,46084.65,0,31558.13,0,37663.96,8149.249,25964.96,0,15921.82,83599.37,72056.08,23167.55,0,51734.4,0,0,8157.336,0,35191.64,0,29165.21,15430.45,22928.85,0,50408.99,39237,73114.13,11293.73,0,18910.41,0,0,11988.19,42972.64,6371.628,0,42603.3,0,31195.81,0,20895.12,0,32366.93,0,0,11651.56,0,0,8385.742,0,0,0,38430.39,48429.56,19605,9461.298,80500.07,0,47593.27,0,159544.4,18022.99,61858.43,17130.8,11269.97,0,22369.44,39366.96,0,39818.17,0,0,0,0,9819.969,0,0,0,16261,56390.13,0,0,0,5988.241,0,0,13162.25,42041.05,0
2,sample,1,0,1,24,3,A ,IDA02_1_A02_2_A02_3.txt,0,3142.629,6418.577,0,4736.401,3669.064,0,8194.303,5225.692,15568.01,8641.01,0,0,12774.52,15586.34,0,2258.243,0,0,0,13941.2,7762.061,10672.39,2272.329,10204.42,3188.036,0,3287.432,10955.67,6223.536,6943.324,0,5012.639,0,0,0,0,0,2942.741,4749.694,7658.417,0,0,7402.038,3344.018,0,0,12086.36,3688.965,0,5406.607,6291.718,3751.107,21589.6,0,30571.28,0,6235.43,0,14503.97,5654.181,0,30421.9,0,0,0,9459.058,0,10760.07,0,0,7876.817,0,7000.497,0,10109.49,9478.748,0,0,0,0,0,7784.231,0,8470.849,8812.308,0,0,0,5537.982,0,0,0,0,49288.73,8924.819,0,0,0,0,0,0,0,3817.624,0,16018.32,13273.59,0,14063.4,11187.82,0,0,0,0,0,5289.564,4750.71,0,6217.205,10873.01,7295.528,6578.978,0,0,4225.945,8347.726,6765.298,0,0,4221.374,8866.956,9834.982,0,5815.082,5983.971,0,19526.05,0,23027.03,8070.416,73920.05,0,126628.5,81204.04,87656.93,0,26662.09,201500.8,6354.213,0,0,0,0,57023.11,52666.73,0,88193.98,52837.73,21966.49,121757.7,67807.19,0,0,0,54588.77,0,24666.85,0,80742.64,22530.94,45568.9,21875.9,0,24741.15,31736.12,42321.71,29507.94,25570.53,0,23286.6,19495.58,25455.93,22272.87,17906.21,0,21718.93,19141.03,20914.5,20105.3,16094.72,13629.49,17894.39,0,0,11583.41,0,26909.06,52306.66,18505.07,30932.77,0,23717.45,17725.99,9397.411,9864.135,11569.11,19899.06,0,22262.01,44144.95,30842.67,44102.16,12755.2,77926.05,68185.06,13172.22,0,20707.17,0,13190.06,9264.896,48844.16,11180.48,30303.71,12365.32,14650.79,0,26941.09,23577.71,42886.34,32428.11,0,0,16798.19,45482.3,24107.08,23539.93,25736.7,25319.7,25660.98,29253.33,0,12153.89,9245.027,19025.33,11408.97,0,26421.18,20177.08,24751.08,0,0,0,26602.48,0,0,24174.39,0,16243.42,0,0,29244.7,9808.907,26063.7,0,0,0,11831.24,0,28777.25,37494.84,0,0,18316.38,0,0,19254.45,0,9115.697,0,17587.69,0,19493.12,0,20593.02,19365.7,23048.04,0,0,9190.97,17478.54,0,0,10663.94,0,0,0,0,16842.31,19095.02,0,0,0,28932.75,18970.02,0,20953,14829.39,0,25033.14,6599.234,27179.06,0,0,16682.91,0,0,10375.52,25886.09,0,24334.02,0,0,0,0,17091.99,20657.98,0,0,27056,20672.63,0,0,0,0,28111.14,41880.7,16344.71,14453.69,0,14998.56,0,0,0,0,9587.276,18513.34,32103.39,0,19293.26,22718.06,48624.85,0,18791.63,61862.84,12111.75,14078.85,0,22607.13,8191.43,16413.97,25715.85,22248.01,129867.3,30905.41,23141.98,22918.89,27374.29,16553.75,0,0,0,0,0,14667.95,24017.99,29522.48,24389.01,17067.06,0,0,0,5995.957,27646.48,12824.39,0,11951.28,26841.23,0,0,0,18821.31,15793.68,8622.348,0,0,12007.33,22934.4,25590.55,16060.94,0,67596.49,8056.333,21438.34,0,131461,0,0,19230.36,0,0,0,14232.73,0,0,15528.81,0,82556.37,11743.98,6421.322,0,0,0,0,9921.069,34106.93,0,0,9348.855,19643.36,17703.66,13949.89,0,0,0,0,30346.18,14361.66,25776.58,21294.17,19432.62,25287.21,25650.57,0,24831.78,16785.81,0,20072.47,11005.05,17405.41,19113.06,0,0,18335.12,11960.13,0,0,0,0,17118.06,29268.72,13499.64,0,0,33038.37,0,14823.84,23351.19,25922.67,20798.95,23707.5,0,15092.11,0,0,0,12967.57,21471.6,21667.67,12719.11,0,11258.06,0,0,0,0,16200.92,21729.94,29179.24,0,25115.63,8637.102,19060.42,0,0,0,32157.68,8616.285,15946.45,16088.74,25371.31,21847.04,0,23860.86,22168.48,28598.94,64211.88,20007.89,0,16157.19,0,0,0,50068.79,23911.68,16037.55,14782.46,0,0,28907.37,138532.1,29190.78,0,0,12890.94,0,0,0,31627.78,0,14561.28,14273.45,18726.92,28293.01,0,0,0,0,12007.31,0,0,0,21243.86,0,0,0,0,0,0,21878.26,22314.63,0,17652.58,20855.68,11683.89,12551.43,18341.14,0,0,0,0,17375.08,22652.48,0,6865.892,15248.15,13268.17,30220.54,17205.33,0,0,0,29034.24,24107.51,21019.57,0,0,0,0,12623.07,0,0,0,18244.47,0,13301.67,14312.08,0,5661.245,0,9730.241,15087.04,15883.58,26004.56,0,0,0,14235.26,18136.13,8234.143,16405.37,23952.44,14344.17,24124.54,0,0,0,15819.85,22366.4,0,0,16603.05,12242.2,0,32919.41,0,27329.58,13241.94,0,0,7671.289,0,8214.483,0,0,17035.95,54298.74,0,19642.7,16794.96,0,0,23817.96,35065.04,0,0,0,0,12716.93,0,24749.89,0,0,0,0,19442.09,0,0,17775.38,23843.08,13835.31,0,0,26029.67,0,0,23391.73,0,0,0,0,0,26325.61,0,12286.18,0,20804.57,0,0,0,29031.41,0,8896.529,13448.29,0,13913.27,20783.59,45862.35,24170.56,18597.54,27128.17,23633.91,0,9661.089,27616.44,0,19162.27,29062.8,32594,0,0,25405.19,0,17097.47,24153.87,23723.51,0,0,15722.27,13712.38,152527.3,0,0,28505.45,43785.27,20842.68,23205.93,21076.41,7568.131,0,8465.652,26731.75,0,33217.57,0,0,17747.72,27529.81,48117.2,27021.42,46844.99,0,0,0,0,26801.61,0,33405.31,70343.89,0,16320.61,56153.47,0,0,0,0,0,0,0,30455.92,0,0,0,47186.55,49187.78,29321.63,15325.17,57077.01,0,46898.12,0,24769.34,18458.28,35707.46,0,17347.97,171621.6,0,27298.82,0,43152.47,66153.64,0,0,52422.28,37974.19,0,30875.83,0,18984.39,62180.13,51409.37,38033.51,49420.97,14334.61,0,0,0,0,0,40697.34,0,0,50108.16,0,0,19654.55,62079.18,8246.329,0,42093.34,0,0,0,71765.61,15296.78,48987.4,0,0,44967.45,25042.38,25841.98,10275.7,0,0,0,0,126473.7,23542.88,58506.42,26566.32,47234.41,13091.94,0,0,11630.71,49181.13,0,164164.2,17731.03,101690.4,11351.36,0,0,23521.74,22917.82,103932.5,0,0,0,20875.08,45571.18,46932.97,14589.06,29750.12,0
3,sample,1,0,1,44,4,A ,IDA03_1_A03_2_A03_3.txt,20284.57,4472.475,6666.378,0,3934.371,5155.243,3641.877,8269.198,4698.037,8903.013,9960.321,0,11004.68,9929.816,8060.641,0,0,4093.821,2844.581,0,15922.13,15863.57,42549.95,1934.95,11858.73,0,0,8481.002,5045.277,4581.899,33594.96,7004.693,5380.559,0,9313.917,0,0,0,18017.32,5041.825,6983.541,0,0,6781.82,12133.15,9823.782,5288.376,11669.34,10972.43,12261.8,2703.766,5954.93,5345.902,0,0,0,5500.454,0,7186.387,4858.892,0,0,0,0,0,10081.2,9476.493,0,9127.135,0,0,7799.831,15016.36,10656.58,0,0,8263.794,0,20904.48,0,0,0,20117.76,16790.19,4644.407,9829.46,0,0,17469.05,12732.92,4209.735,0,0,7040.795,23730.93,0,3518.021,0,21760.1,0,11647.92,0,8483.09,11524.97,9807.942,9871.327,15564.42,16756.37,10781.32,4095.457,0,0,0,0,0,11211.02,13965.55,12511.56,7810.907,0,9668.507,9408.309,0,0,0,0,6322.23,7541.903,8939.156,5589.275,10887.53,5086.077,12349.04,0,0,4588.575,0,0,14294.49,0,0,0,0,0,0,0,8144.494,0,10808.8,4662.561,21174.81,0,0,31090.47,12998.99,34483.72,77382.13,58350.7,0,0,52285.15,114826.3,0,21219.87,0,45941.27,52026.38,0,0,30453.21,0,0,20542.94,13193.99,28448.95,29101.51,16735.62,0,26358.9,13618.63,55653.04,24410.05,24811.19,0,38139.67,15258.06,13312.5,70604.41,0,13045.22,11115.46,14611.33,35392.12,0,0,0,28455.86,36251.91,52540.29,0,0,14249.77,39064.63,11778.34,15024.06,0,17856.77,20394.15,26889.49,34392.69,28836.36,46249.47,37978.03,27749.19,23082.11,0,418164.7,0,13283,0,0,24885.41,0,21359.04,0,37656.07,0,23382.68,11612.64,0,18585.55,25002.14,0,22432.1,22670.2,23720.67,0,28076.88,0,0,14066.61,0,13307.61,0,0,0,12873.58,0,15547.08,15221.4,0,214167.3,33734.16,29979.88,0,17209.85,24583.46,0,9789.265,0,0,25805,0,22758.85,0,0,0,0,30644.75,56766.19,0,0,29862.61,12100.2,0,0,30544.01,71203.75,0,0,0,0,21758.46,0,0,0,24936.46,0,0,14565.67,0,0,0,25759.05,0,0,0,0,26598.89,0,0,69341.1,0,0,0,0,0,0,0,14862.22,0,24601.27,0,0,0,7748.018,0,13664.89,0,0,9460.681,0,0,0,0,0,9352.535,30302.09,0,9289.893,0,0,0,0,0,0,23686.6,19012.01,13195.62,0,0,0,0,0,21379.65,18091.67,20549.29,27208.82,0,0,17750.91,10794.98,0,0,0,0,13666.88,47723.18,0,10334.44,0,9036.539,0,133449.7,0,21772.88,11285.13,101486.9,0,0,0,0,0,0,14178.43,30842.55,0,18127.52,0,0,16556.21,17899.03,0,0,0,0,32080.84,13890.49,19339.19,0,0,0,32468.69,0,15327.47,0,22614.74,0,20174.85,0,0,10752.53,15695.92,24270.75,0,38643.93,0,0,14873.79,22344.17,0,0,0,0,0,0,0,1166997,84603.56,0,0,0,0,0,41764.46,12590.23,0,0,17101.58,13683.3,0,8806.89,0,0,22637.8,0,16184.08,7683.022,0,31941.53,0,15671.46,0,26989,16208.29,0,0,0,0,8515.437,0,13572.7,0,26632.86,0,204018,14518.32,0,0,0,23656.8,11134.48,41009.19,40435.64,9282.694,12545.65,11027.73,0,24461.46,18077.82,11054.74,10934.08,12798.49,0,0,0,50316.25,18896.82,13603.43,0,16443.84,8366.72,0,0,44294.3,8761.296,15767,17957.82,10684.75,0,14588.62,15152.31,15728.2,0,0,0,23007.04,27379.23,30473.21,14130.85,11906.78,20121.24,0,26352.59,26060.81,21414.51,47055.71,11209.72,0,0,0,0,0,13574.35,22027.38,15112.52,0,0,0,18709.32,0,0,0,0,0,0,0,0,21452.38,11328.86,29942.65,0,0,32386.79,20912.98,0,0,18576.83,11284.06,0,16823.81,19438.56,15508.95,0,0,0,0,0,0,38416.21,9705.662,0,0,23994.72,16189.58,26890.7,10283.26,10766.66,25073.97,49882.91,0,0,10856.23,0,10014,5986.305,21825.46,0,19383.19,0,0,0,26208.58,0,7930.84,28688.55,0,0,0,0,37431.1,24244.13,0,0,0,62902.02,8964.459,0,0,0,12778.09,0,0,11079.58,0,24034.8,0,0,0,0,0,0,11493.03,29686.03,35077.44,0,0,0,31706.73,0,0,24159.18,0,0,0,11854.59,0,9792.242,0,0,18784.5,0,0,0,0,0,0,39804.21,0,0,0,0,13571.62,0,0,0,0,12532.01,22358.42,0,0,14123.83,0,0,0,0,0,0,15501.81,31140.91,10826.88,0,0,0,0,0,0,0,0,0,0,0,36044.41,0,0,0,8082.201,29294.96,25437.13,0,33006.89,0,24568.26,0,0,15677.85,0,14285.28,0,18217.8,0,0,13212.51,22185.29,0,0,0,0,32721.9,0,0,0,0,16206.6,0,0,0,0,0,0,9495.554,20301.18,0,0,0,16570.63,19738.95,0,15931.81,0,0,0,0,0,0,0,0,29431.02,0,8237.482,0,0,0,0,0,0,0,0,0,0,55447.94,0,0,0,0,0,0,0,54229.88,0,0,0,0,0,0,32253.87,16563.23,0,0,0,0,0,7983.118,46786.37,0,0,0,0,0,0,0,0,0,0,33770.26,0,0,0,0,16315.56,0,0,0,26582.48,0,0,0,0,0,0,0,0,24301.17,0,0,0,0,0,0,0,16428.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15186.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
